LeadID,DateAdded,ZipCode,LoanPurpose,LeadSourceGroup,LoanNumber,TotalLoanAmount,BorrowerAge,BorrowerYearsInSchool,BorrowerTotalMonthlyIncome,CoBorrowerTotalMonthlyIncome,BorrowerOwnRent,CreditScore,CLTV,DTI,FundingDate,RateLockDate,BorrowerGender
530138,08-05-20 9:22,77356,Refinance,Referral,4103209333,480100,41,14,29490.19,0,Own,737,64.01,17,06-07-20,13-05-20,Male
518189,12-05-20 16:29,77406,Refinance,Internet,4103209334,336000,45,12,8281,5083.33,Own,800,80,21,27-07-20,14-05-20,Male
527727,13-05-20 11:40,786202700,Refinance,Direct Mail,4103209343,510400,57,18,14166,4420.54,Own,792,51.04,27,07-07-20,13-05-20,Male
531139,12-05-20 17:01,78610,Refinance,Internet,4103209350,329290,58,16,13756.82,0,Own,787,92.75,30,22-06-20,13-05-20,Male
531441,13-05-20 15:06,76022,Refinance,Internet,4103209371,223000,72,14,5505.53,0,Own,672,87.45,26,,13-05-20,Male
518782,29-04-20 13:44,76179,Refinance,Internet,4103209402,231100,51,12,16207.5,16000,Own,804,48.65,12,,14-05-20,Male
540586,14-05-20 8:06,75077,Home Equity/Cash Back Refi,TV,4103209409,380000,56,16,20833.32,0,Own,700,80,19,,15-06-20,Male
502682,30-03-20 13:21,77581,Refinance,Internet,4103209439,173454,36,16,12105.54,0,Own,809,69.38,16,22-06-20,14-05-20,Male
540549,14-05-20 8:02,78660,Refinance,Internet,4103209482,215771,34,16,5833,0,Own,809,82.98,28,,14-05-20,Male
540760,14-05-20 16:32,75056,Refinance,Internet,4103209484,148127,59,12,9375,0,Own,777,40.03,24,,15-05-20,Male
540582,14-05-20 8:12,75154,Home Equity/Cash Back Refi,Internet,4103209512,104000,37,12,8996.67,0,Own,730,60.11,44,05-08-20,18-05-20,Male
531127,15-10-20 11:14,75480,Refinance,Repeat Client,4103209513,477000,66,16,10360,5245,Own,786,90,27,,20-05-20,Male
540936,15-05-20 11:16,76126,Refinance,TV,4103209549,155620,71,16,4028,0,Own,776,75.91,34,22-06-20,15-05-20,Female
505930,13-04-20 14:20,77056,Refinance,Internet,4103209563,505440,50,18,17083.34,0,Own,805,57.76,21,01-07-20,15-05-20,Female
531050,12-05-20 13:53,75126,Refinance,TV,4103209586,426056,60,14,8199.92,10766.67,Own,760,68.71,35,23-07-20,21-05-20,Male
541004,15-05-20 14:33,76131,Refinance,Internet,4103209594,118000,63,12,6528,0,Own,758,57.56,32,23-06-20,19-05-20,Male
541186,16-05-20 11:26,75035,Refinance,Internet,4103209613,401390,31,12,7031.72,6017.22,Own,778,83.62,25,24-06-20,18-05-20,Male
540806,14-05-20 19:48,77545,Refinance,TV,4103209640,228000,30,18,6875,0,Own,769,95,31,,18-05-20,Female
541174,16-05-20 10:51,75048,Refinance,Internet,4103209663,281000,57,16,10935.42,5588.68,Own,786,74.93,27,27-07-20,19-05-20,Male
508048,22-04-20 14:39,76244,Refinance,Internet,4103209677,485814,50,17,12497,10773,Own,776,75.9,31,,18-05-20,Male
523495,18-05-20 10:53,752446618,Refinance,Direct Mail,4103209682,351870,55,16,26441.34,7570.58,Own,740,76.49,13,23-06-20,18-05-20,Male
507254,20-04-20 8:57,76802,Refinance,Radio,4103209715,162000,33,14,3544.66,2666,Own,685,89.01,33,,20-05-20,Male
504044,04-04-20 9:06,76234,Home Equity/Cash Back Refi,Internet,4103206610,160000,63,16,7666,1193,Own,757,57.14,37,,14-04-20,Male
505375,10-04-20 8:28,75173,Refinance,Internet,4103206650,281465,64,16,10428.41,0,Own,820,49.81,38,29-05-20,17-04-20,Male
504662,07-04-20 10:15,76272,Refinance,TV,4103206673,133610,54,12,5416.66,0,Own,765,28.12,42,,04-05-20,Female
504284,06-04-20 10:31,75063,Refinance,Internet,4103206688,485985,50,20,3542.33,0,Own,749,76.89,148,,17-04-20,Male
503124,31-03-20 11:36,76226,Refinance,Internet,4103206715,383550,49,18,13244.4,9046,Own,797,90.24,17,06-05-20,07-04-20,Female
504191,06-04-20 10:11,78664,Refinance,Internet,4103206759,166000,56,14,6500,6666.66,Own,753,55.33,20,,17-04-20,Male
505012,08-04-20 14:58,75068,Refinance,Internet,4103206788,313172,29,14,7500,0,Own,772,94.9,33,02-06-20,16-04-20,Male
504137,04-04-20 12:44,76123,Refinance,Internet,4103206794,217501,32,12,7762.01,4998.93,Own,680,79.37,33,29-05-20,15-04-20,Male
460521,19-09-19 16:28,75062,Refinance,Repeat Client,4103206805,96290,69,16,1551,1524,Own,719,45.85,34,01-07-20,09-04-20,Male
505052,08-04-20 17:08,77044,Refinance,Internet,4103206819,456000,49,18,18896.15,13000,Own,722,95,36,10-06-20,30-04-20,Male
505196,09-04-20 13:08,77423,Refinance,Internet,4103206891,225000,55,12,4500,0,Own,746,75,46,,13-04-20,Female
505098,09-04-20 8:08,76021,Refinance,Internet,4103206908,306680,50,16,6545,2643.33,Own,794,68.15,33,11-05-20,13-04-20,Male
505431,10-04-20 12:27,78660,Refinance,Internet,4103206921,97940,41,12,7916.66,0,Own,703,44.51,36,,14-04-20,Male
505095,09-04-20 8:01,77406,Refinance,Internet,4103206947,292700,44,16,6273.21,0,Own,791,73.17,40,26-05-20,15-04-20,Female
505550,11-04-20 9:06,76016,Refinance,Internet,4103206958,256000,42,12,15480.77,0,Own,784,80,21,20-05-20,20-04-20,Male
505615,11-04-20 13:20,75154,Refinance,Internet,4103206964,332197,49,12,8569.58,6346.36,Own,781,76.01,25,27-05-20,15-04-20,Male
505505,11-04-20 8:29,77450,Refinance,Radio,4103207003,138000,41,14,0,0,Own,652,57.5,,,07-05-20,Female
505837,13-04-20 8:18,75035,Refinance,TV,4103207013,344000,57,12,12758.66,0,Own,737,80,39,30-05-20,15-04-20,Male
504134,06-04-20 9:08,75228,Home Equity/Cash Back Refi,Internet,4103207017,165000,49,14,5156.93,0,Own,753,65.21,44,13-05-20,13-04-20,Female
496520,04-03-20 9:58,78689,Refinance,TV,4103207019,215000,77,16,3250,3208,Own,661,46.73,32,,13-04-20,Male
505916,13-04-20 13:02,76108,Refinance,TV,4103207047,89400,50,16,2572.54,0,Own,621,60,32,,14-04-20,Male
504866,08-04-20 8:06,75189,Refinance,Radio,4103207050,205000,57,12,6893,6344,Own,819,56.94,16,,15-04-20,Male
503351,01-04-20 10:28,75126,Refinance,Internet,4103207052,224000,59,14,6563.56,0,Own,775,80,33,,17-04-20,Male
506737,16-04-20 15:15,77459,Refinance,Internet,4103207061,162750,59,16,7779.07,0,Own,747,79.39,35,,29-04-20,Female
503112,31-03-20 10:52,77381,Refinance,Internet,4103207062,450000,60,18,0,14000,Own,788,72.58,46,10-06-20,14-04-20,Male
504614,07-04-20 8:10,76182,Refinance,Internet,4103207085,155000,57,16,6235.33,9350,Own,673,56.56,21,09-06-20,07-05-20,Male
503053,31-03-20 8:09,75082,Refinance,Internet,4103207086,187000,52,16,7000,0,Own,801,53.42,28,,15-04-20,Male
504223,06-04-20 8:05,75006,Refinance,Repeat Client,4103207095,113300,62,16,8563,0,Own,769,33.52,28,19-05-20,21-04-20,Female
505562,11-04-20 9:02,75165,Refinance,TV,4103207109,215060,43,14,4009.2,8800,Own,782,74.15,26,23-07-20,18-05-20,Male
505214,09-04-20 15:44,77375,Refinance,Radio,4103207125,386000,50,16,8233.33,2925,Own,772,50.78,29,12-05-20,15-04-20,Male
505976,13-04-20 15:03,76522,Refinance,Internet,4103207127,135488,42,12,12984.25,0,Own,712,72.45,51,,14-04-20,Female
505076,08-04-20 18:20,78613,Refinance,Internet,4103207129,360000,60,14,8750,0,Own,699,69.23,43,18-05-20,14-04-20,Male
505302,09-04-20 17:02,75022,Home Equity/Cash Back Refi,Internet,4103207142,448000,57,16,20800,0,Own,695,80,13,,20-04-20,Male
505728,13-04-20 8:20,77494,Refinance,Internet,4103207147,277180,41,16,11332,0,Own,757,69.29,23,,14-04-20,Male
506002,13-04-20 16:23,77880,Refinance,Internet,4103207188,335774,30,16,6850,3500,Own,794,74.61,25,,15-04-20,Male
506177,14-04-20 13:49,77450,Refinance,Internet,4103207199,215275,50,12,11382.62,0,Own,812,76.88,19,,20-04-20,Male
505906,14-04-20 9:35,75071,Refinance,Repeat Client,4103207209,292000,44,16,5333.33,5091.67,Own,772,80,32,26-05-20,21-04-20,Male
434410,08-08-19 12:05,75078,Refinance,Radio,4105199781,416400,35,16,13354.45,0,Own,721,83.61,40,30-09-19,21-08-19,Male
434621,09-08-19 15:13,78745,Purchase,Internet,4105199818,184500,42,16,3166.66,0,Rent,793,90,45,09-12-19,06-11-19,Female
439783,12-08-19 8:15,78642,Purchase,Internet,4105199820,333016,45,16,9659.61,0,Rent,621,96.49,52,,16-08-19,Male
439808,12-08-19 12:14,76064,Refinance,Internet,4105199850,192000,33,16,10000,0,Own,756,80,34,,13-08-19,Male
439747,12-08-19 13:10,76210,Refinance,Repeat Client,4105199881,260000,46,16,7716,7713,Own,727,74.28,29,16-09-19,13-08-19,Female
439875,12-08-19 17:20,75032,Purchase,TV,4105199919,873000,62,16,77489.44,0,Rent,742,90,13,07-11-19,22-10-19,Male
432436,09-08-19 16:08,776194502,Refinance,Direct Mail,4105199952,213675,33,16,6750,0,Own,581,84,45,,13-08-19,Female
440174,13-08-19 13:08,75002,Refinance,Referral,4105199994,273163,35,16,3208.07,4490.25,Own,605,91,51,25-09-19,14-08-19,Male
335861,27-12-17 2:38,75070,Purchase,Referral,4105200112,266000,53,16,7200,0,Own,750,70,38,25-03-20,30-01-20,Female
474697,27-12-19 18:20,75070,Purchase,Repeat Client,4105200129,370367,54,18,18217.44,0,Rent,636,96.5,43,28-02-20,30-01-20,Male
474513,26-12-19 17:11,77575,Purchase,Radio,4105200157,235653,41,14,8333.3,0,Rent,663,96.5,46,21-02-20,24-01-20,Male
460087,17-09-19 10:24,76063,Purchase,Repeat Client,4105200181,173794,43,12,4539.33,0,Rent,686,96.5,32,29-01-20,07-01-20,Female
476097,07-01-20 11:08,75024,Purchase,Referral,4105200313,223870,34,14,4782.8,4333.33,Rent,704,96.5,24,17-03-20,25-02-20,Male
475415,02-01-20 17:29,76022,Purchase,Radio,4105200336,212087,38,12,5208.33,0,Rent,678,96.5,48,31-03-20,09-03-20,Male
475773,06-01-20 11:53,76104,Purchase,Internet,4105200512,267073,42,16,7082.4,1621.8,Rent,623,96.5,37,18-02-20,29-01-20,Female
476622,10-01-20 10:15,79108,Purchase,Internet,4105200540,117826,31,16,4749.33,0,Living Rent Free,677,96.5,56,31-03-20,05-03-20,Unfurnished
478247,20-01-20 15:34,75287,Purchase,Internet,4105200655,161634,64,16,3229.2,0,Rent,637,100,37,17-03-20,10-03-20,Male
474003,19-12-19 11:12,76001,Purchase,Internet,4105200666,172975,67,16,8606.93,1240.6,Living Rent Free,602,73.91,34,12-02-20,21-01-20,Male
476723,10-01-20 16:35,76051,Refinance,Repeat Client,4105200682,187000,61,18,3196.5,0,Own,785,39.36,60,,11-02-20,Male
476831,13-01-20 8:30,76052,Purchase,Referral,4105200728,324000,31,16,13543.05,0,Rent,805,90,18,02-03-20,12-02-20,Unfurnished
477278,14-01-20 15:04,78620,Purchase,Referral,4105200806,414357,29,16,8750,6050,Rent,753,96.99,34,24-04-20,12-03-20,Male
473093,12-12-19 9:51,76044,Purchase,Internet,4105200815,284747,34,14,8333.32,0,Rent,630,96.5,36,,16-01-20,Not Furnished but Male best guess
473491,16-12-19 9:13,76078,Purchase,Internet,4105200875,146520,53,14,4875.86,1875,Rent,640,92.9,41,,17-03-20,Female
466998,01-11-19 12:08,77346,Purchase,Internet,4105200899,337565,50,16,13184.4,0,Rent,667,88.7,46,19-02-20,16-01-20,Male
460603,20-09-19 11:46,75092,Purchase,Internet,4105200931,267165,60,16,6390,10130.57,Own,654,90,44,29-04-20,24-02-20,Female
530890,12-05-20 12:17,75119,Refinance,Repeat Client,41052010103,168000,48,16,6666,0,Own,698,80,34,10-07-20,22-05-20,Male
542787,22-05-20 9:25,76082,Purchase,Referral,41052010120,130000,19,12,2610.4,0,Living Rent Free,704,89.65,41,31-08-20,13-08-20,Female
542438,20-05-20 15:41,76065,Refinance,TV,41052010136,368500,76,16,5034,871,Own,684,64.08,43,,04-06-20,Male
542774,21-05-20 18:47,77385,Purchase,Internet,41052010163,247435,44,14,12574.58,0,Rent,661,96.5,26,17-07-20,15-06-20,Not Furnished but Male best guess
554033,01-06-20 10:31,77041,Purchase,Internet,41052010884,420000,48,18,9279.83,0,Rent,791,80,46,17-08-20,20-07-20,Male
541933,01-06-20 17:20,75248,Refinance,TV,41052010911,400000,34,18,10449,0,Own,793,74.48,33,23-07-20,05-06-20,Female
554491,03-06-20 8:03,77833,Purchase,Internet,41052010918,510400,49,16,12364.2,5616.67,Own,693,87.24,43,29-06-20,08-06-20,Female
541580,19-05-20 9:53,78632,Purchase,Internet,41052010923,413250,46,16,6234.8,3533.34,Own,633,95,42,08-07-20,17-06-20,Not Furnished but Female best guess
554531,03-06-20 9:25,75287,Purchase,Internet,41052010927,510000,62,18,41386.5,0,Own,797,60,17,18-09-20,31-08-20,Male
543013,23-05-20 10:32,75229,Purchase,Internet,41052010997,349600,29,18,4721,0,Rent,755,95,38,05-08-20,23-06-20,Male
554748,04-06-20 8:51,75056,Purchase,Radio,41052011021,340000,50,16,3804.84,16662,Own,711,80,25,20-07-20,22-06-20,Male
507555,20-04-20 15:11,75071,Refinance,Radio,4103209718,272000,39,18,12237.92,0,Own,808,62.24,23,25-06-20,18-05-20,Male
540752,14-05-20 16:53,76226,Refinance,Internet,4103209751,504000,43,16,10443.31,0,Own,760,80,37,25-06-20,19-05-20,Male
541785,18-05-20 18:32,76028,Refinance,Internet,4103209753,180515,57,12,6566.6,0,Own,707,62.24,49,20-07-20,19-05-20,Male
541886,19-05-20 8:06,77354,Refinance,Internet,4103209757,250135,40,16,11299.23,0,Own,760,68.49,39,,26-05-20,Male
541538,18-05-20 9:50,77534,Refinance,Internet,4103209829,165000,48,18,7500,4725,Own,720,65.73,41,08-07-20,19-05-20,Male
529875,07-05-20 9:49,76036,Refinance,Radio,4103209835,251250,57,18,9186.67,11044.04,Own,723,75,49,30-06-20,21-05-20,Female
519279,01-05-20 8:09,75229,Refinance,Internet,4103209846,444000,44,18,0,21250,Own,738,51.03,35,29-06-20,20-05-20,Male
541879,19-05-20 8:15,78736,Refinance,TV,4103209855,286000,55,18,13333,0,Own,679,50.44,38,17-07-20,27-05-20,Female
541024,15-05-20 15:18,75072,Refinance,Internet,4103209901,253000,59,12,7583.33,0,Own,799,55.6,38,25-06-20,20-05-20,Male
506186,30-04-20 14:55,75036,Refinance,TV,4103209903,385000,37,16,18001,4208.33,Own,789,71.29,17,09-07-20,20-05-20,Male
496984,05-03-20 12:00,75211,Home Equity/Cash Back Refi,TV,4103209910,92000,48,16,7556.81,0,Own,647,80,37,,20-05-20,Male
542309,20-05-20 13:29,78665,Refinance,Internet,4103209920,266500,29,16,7750,0,Own,758,83.28,25,,20-05-20,Male
541787,18-05-20 18:29,75078,Refinance,Internet,4103209940,407009,44,16,8916.68,15168.42,Own,740,70,17,06-07-20,26-05-20,Male
541961,19-05-20 11:19,77025,Refinance,Internet,4103209945,450000,60,18,18445,0,Own,790,60.24,32,14-07-20,20-05-20,Male
541998,19-05-20 12:22,75126,Home Equity/Cash Back Refi,TV,4103209953,175000,46,14,5504.74,0,Own,716,76.08,43,17-07-20,20-05-20,Male
541990,20-05-20 10:10,75006,Refinance,Repeat Client,4103209968,348538,60,16,15225,0,Own,765,78.32,29,13-07-20,28-05-20,Male
531422,14-05-20 9:35,75022,Home Equity/Cash Back Refi,TV,4103209969,350000,55,16,5134.62,9305.42,Own,710,67.3,37,15-07-20,21-05-20,Male
542408,20-05-20 17:40,76063,Refinance,Internet,4103209977,264260,51,16,0,9235.93,Own,694,55.63,43,29-06-20,21-05-20,Male
541195,16-05-20 12:03,77469,Refinance,Internet,4103209980,100000,35,18,5137.5,0,Own,805,55.55,43,21-07-20,21-05-20,Female
541584,18-05-20 11:18,77459,Refinance,Internet,4103209992,408180,39,18,17503.46,0,Own,764,51.99,28,07-07-20,22-05-20,Unfurnished
392124,10-01-19 10:45,75407,Home Equity/Cash Back Refi,Internet,4104190478,100000,57,12,3274.82,2887.76,Own,601,74.12,48,,01-02-19,Male
50960,20-02-19 13:26,75189,Home Equity/Cash Back Refi,Radio,4104191977,125000,39,12,3829.25,0,Own,521,49.01,47,26-06-19,07-03-19,Female
177229,25-02-19 14:20,76210,Home Equity/Cash Back Refi,Internet,4104192107,126700,56,12,4166.66,0,Own,629,50.88,47,06-05-19,15-03-19,Female
289637,16-01-18 15:55,75432,Home Equity/Cash Back Refi,TV,4104192218,188500,46,12,3981.96,3273.43,Own,509,65,35,,04-04-19,Male
344930,22-02-19 23:57,75089,Refinance,TV,4104192222,189000,48,12,10929.96,0,Own,568,70,38,01-08-19,11-03-19,Female
353796,08-03-19 12:25,75156,Refinance,Internet,4104192806,100000,70,0,12845.36,0,Own,484,59.52,27,,04-06-19,Male
406097,28-03-19 10:28,75135,Home Equity/Cash Back Refi,TV,4104193473,100000,39,12,7673.47,0,Own,526,41.66,19,,18-04-19,Male
356203,02-04-19 14:43,77388,Refinance,Repeat Client,4104194288,302952,46,18,8166.17,3175.04,Own,650,80,49,,30-04-19,Male
237536,17-04-19 14:06,76028,Home Equity/Cash Back Refi,TV,4104194473,153300,53,16,4417.24,0,Own,517,70,49,07-08-19,27-06-19,Male
387491,17-09-19 12:11,76036,Purchase,Radio,41051811512,255290,55,16,9870.86,0,Rent,681,96.5,56,27-02-20,24-01-20,Male
61119,13-12-18 15:51,75070,Purchase,Referral,41051811994,302421,42,16,11444.98,0,Rent,624,96.5,45,08-05-19,03-04-19,Male
337951,27-12-18 18:21,75771,Refinance,Radio,41051812271,141550,35,12,4101.07,5273.38,Own,670,95,24,28-01-19,09-01-19,Female
345549,11-10-18 10:28,76135,Purchase,Internet,41051812299,144337,27,12,4116.67,2817.5,Rent,592,96.5,21,,01-02-19,Male
373349,02-01-19 17:57,75235,Purchase,TV,4105190054,304374,35,16,5416.66,5841.9,Rent,665,96.49,33,22-02-19,22-01-19,Male
376814,09-02-19 7:57,75034,Purchase,Repeat Client,4105190220,82650,53,16,20000,0,Own,747,95,16,,30-05-19,Male
358094,18-05-18 11:52,76708,Home Equity/Cash Back Refi,Repeat Client,4105190248,101250,46,22,6649.59,8309.89,Own,740,75,47,04-02-19,09-01-19,Female
506145,14-04-20 10:58,76002,Refinance,Internet,4103207213,221600,45,16,5417.1,5150.8,Own,711,80,47,13-05-20,15-04-20,Male
501825,25-03-20 9:21,75075,Home Equity/Cash Back Refi,Internet,4103207226,271200,58,16,234.71,9757.54,Own,728,80,41,28-05-20,15-04-20,Male
506404,15-04-20 12:12,76028,Refinance,Internet,4103207232,224340,39,16,6632.33,3327.33,Own,718,75.53,41,30-05-20,15-04-20,Male
505889,13-04-20 11:32,76052,Refinance,TV,4103207244,203000,67,16,1243.6,5407.57,Own,765,46.66,44,26-05-20,16-04-20,Female
506474,15-04-20 15:03,77375,Refinance,Internet,4103207245,231150,44,12,8689.77,0,Own,707,86.25,59,,16-04-20,Male
506241,14-04-20 16:46,76248,Refinance,TV,4103207253,510400,44,16,11658.61,7502.56,Own,695,77.92,35,27-05-20,17-04-20,Male
506366,15-04-20 10:50,75116,Home Equity/Cash Back Refi,Internet,4103207262,70000,57,16,5545.13,811.8,Own,630,33.98,35,22-05-20,17-04-20,Female
501250,23-03-20 15:52,76179,Refinance,Internet,4103207276,451265,38,18,11416.67,0,Own,791,72.2,37,29-05-20,17-04-20,Male
506438,15-04-20 16:15,78230,Refinance,Referral,4103207279,195300,65,16,3942.78,0,Own,755,72.33,37,,16-04-20,Female
502460,30-03-20 8:21,75077,Refinance,Internet,4103207280,352600,69,16,13017,0,Own,791,78.35,19,,17-04-20,Male
505718,13-04-20 10:57,75109,Refinance,Internet,4103207319,171025,65,16,6450,0,Own,796,42.75,41,12-06-20,21-04-20,Male
506520,15-04-20 17:11,75459,Refinance,Radio,4103207325,319800,38,12,3333.33,5680.13,Own,756,77.62,39,10-06-20,21-04-20,Male
506493,15-04-20 15:50,75056,Refinance,Internet,4103207348,413384,47,14,12046.67,6454.93,Own,743,87.72,21,,24-04-20,Female
506169,14-04-20 12:37,75068,Refinance,Internet,4103207349,425000,59,16,13666.31,0,Own,816,67.46,34,26-05-20,17-04-20,Male
506670,16-04-20 12:09,76001,Refinance,TV,4103207411,118000,41,16,4775.33,1180.63,Own,738,61.13,24,26-05-20,17-04-20,Male
505433,10-04-20 12:10,75766,Refinance,Internet,4103207413,201180,55,12,11845.42,7666.21,Own,757,55.11,22,30-06-20,09-06-20,Male
506286,15-04-20 8:06,75161,Refinance,Internet,4103207415,136197,44,16,6288,0,Own,773,68.09,24,18-05-20,17-04-20,Male
507055,20-04-20 9:21,75092,Refinance,Repeat Client,4103207505,247150,47,12,7035.17,0,Own,677,71.63,37,18-05-20,20-04-20,Male
507077,18-04-20 9:07,77043,Refinance,Internet,4103207520,291423,35,12,3328,10486.67,Own,779,73.77,22,21-05-20,20-04-20,Male
507281,20-04-20 10:57,78628,Refinance,Internet,4103207535,356000,43,16,13068.75,0,Own,792,80,27,20-05-20,20-04-20,Male
506881,17-04-20 10:01,75077,Home Equity/Cash Back Refi,Internet,4103207539,205000,60,16,25000,0,Own,723,22.4,24,27-05-20,20-04-20,Male
507469,20-04-20 11:20,77586,Home Equity/Cash Back Refi,TV,4103207545,225000,61,16,8695.21,0,Own,767,75,42,26-05-20,20-04-20,Male
507296,20-04-20 10:57,77494,Refinance,Internet,4103207548,386076,46,16,14024.3,0,Own,711,74.24,40,12-06-20,20-04-20,Male
507502,20-04-20 12:49,76048,Refinance,Radio,4103207559,113000,52,16,4077.44,0,Own,750,75.33,42,15-05-20,20-04-20,Male
501529,23-03-20 17:39,76262,Refinance,Referral,4103207568,458800,63,16,5234,3083,Own,786,86.56,46,,20-04-20,Male
507538,20-04-20 14:53,76001,Refinance,Internet,4103207583,280880,59,16,6083.14,0,Own,799,71.28,25,28-05-20,22-04-20,Female
507448,20-04-20 11:08,76109,Refinance,Internet,4103207587,388000,42,12,12863.25,5024.75,Own,766,80,27,30-06-20,21-04-20,Male
528964,04-05-20 16:30,75212,Refinance,Internet,4103207598,153800,26,14,4186.5,0,Own,721,44.32,43,15-07-20,01-07-20,Female
486881,25-02-20 15:02,760022976,Refinance,Direct Mail,4103207600,120000,54,16,6666,0,Own,726,53.33,18,,21-04-20,Male
508260,23-04-20 9:57,76426,Refinance,Repeat Client,4103207607,200000,54,12,9625,0,Own,672,58.82,38,04-06-20,22-04-20,Male
499482,21-04-20 11:46,76014,Refinance,Referral,4103207610,107066,75,10,2141,0,Own,802,60.48,37,,21-04-20,Male
503398,01-04-20 11:42,76063,Refinance,Internet,4103207620,115500,46,12,5037.36,0,Own,652,70,36,,24-04-20,Male
502752,30-03-20 8:08,78759,Refinance,Internet,4103207625,180555,61,19,8318.68,0,Own,773,19.51,27,,22-04-20,Female
507727,21-04-20 10:14,77027,Refinance,Internet,4103207670,510400,59,12,7091.92,2000,Own,678,57.34,90,,07-05-20,Male
508022,22-04-20 10:58,75137,Refinance,Radio,4103207695,95000,63,14,4161.73,0,Own,630,52.77,42,21-07-20,27-04-20,Female
503414,01-04-20 12:33,76013,Refinance,Radio,4103207707,256571,35,14,15800,0,Own,752,86.97,21,26-05-20,22-04-20,Male
477082,14-01-20 10:24,76108,Refinance,Repeat Client,4105201106,369500,50,16,20137.53,0,Own,772,60.08,39,29-02-20,27-01-20,Male
554189,02-06-20 8:14,75052,Purchase,Radio,41052011083,180000,37,16,13548.7,0,Rent,661,80,23,21-08-20,28-07-20,Male
554674,03-06-20 17:04,76179,Purchase,Internet,41052011139,280900,41,16,0,15166.66,Own,782,72.96,17,,05-06-20,Male
555343,06-06-20 10:03,75035,Purchase,TV,41052011187,376675,44,18,9414.31,0,Rent,713,95,43,29-07-20,29-06-20,Female
504499,06-04-20 18:03,77449,Purchase,Internet,41052011192,342000,30,16,8975.04,0,Rent,652,90,43,02-07-20,08-06-20,Male
555639,08-06-20 9:26,75098,Purchase,Internet,41052011227,266000,47,12,8615,0,Own,786,95,33,16-07-20,16-06-20,Female
555637,08-06-20 9:32,75007,Purchase,Internet,41052011234,498000,41,16,10381.86,0,Rent,651,100,60,18-09-20,18-08-20,Male
555282,08-06-20 8:26,75038,Purchase,Referral,41052011240,194000,24,14,3591.95,0,Living Rent Free,777,89.4,49,25-08-20,27-07-20,Male
554273,02-06-20 9:30,76008,Purchase,Radio,41052011284,265109,41,16,5025,8491,Rent,714,96.5,31,18-09-20,07-08-20,Male
555725,08-06-20 14:09,76227,Purchase,Internet,41052011288,100000,65,16,9600,0,Own,678,37.59,29,,16-06-20,Male
555791,08-06-20 14:52,77088,Home Equity/Cash Back Refi,Internet,41052011300,80000,68,16,2334.08,0,Own,754,87.43,35,,09-06-20,Female
555828,08-06-20 15:42,,Purchase,Referral,41052011326,195395,42,12,4589.87,0,Rent,660,96.5,40,21-08-20,15-07-20,Male
555716,09-06-20 8:37,75028,Purchase,Internet,41052011522,200000,60,16,9170.03,0,Own,806,53.76,26,14-08-20,10-06-20,Male
556544,10-06-20 18:48,,Purchase,Referral,41052011617,419959,30,16,8333.33,6375.01,Rent,773,79.99,28,31-07-20,11-06-20,Male
440364,14-08-19 11:50,76048,Purchase,Internet,41052011650,137023,70,14,2803,2239.1,Own,812,48.93,31,20-08-20,15-06-20,Male
559321,22-06-20 9:04,76020,Purchase,Internet,41052012519,185250,65,12,7300.8,0,Own,807,95,42,19-10-20,28-07-20,Unfurnished
559619,23-06-20 11:30,75052,Purchase,Internet,41052012552,244000,43,14,4652.96,0,Rent,717,80,38,,25-06-20,Male
339445,26-06-20 11:23,75033,Refinance,Direct Mail,41052012572,324200,43,16,8333,0,Own,706,76.28,40,24-08-20,23-06-20,Male
559323,22-06-20 9:14,77571,Purchase,Radio,41052012584,104450,43,14,4453.31,0,Rent,692,62.92,40,31-08-20,15-07-20,Female
540762,05-06-20 15:05,77364,Refinance,Internet,41052012590,219000,28,18,6416.58,3869.38,Own,750,89.75,22,17-08-20,23-06-20,Male
477840,17-01-20 17:46,75052,Refinance,Repeat Client,4105201266,169000,68,16,7578.73,0,Own,741,67.6,32,19-02-20,22-01-20,Male
560073,24-06-20 15:53,76012,Purchase,Internet,41052012739,216505,51,12,1459,4486.38,Rent,734,95,33,07-08-20,09-07-20,Male
560352,25-06-20 16:50,77036,Purchase,Internet,41052012783,255290,27,16,4582.51,0,Rent,750,96.5,56,,22-09-20,Male
560504,26-06-20 12:17,,Purchase,Internet,41052012836,184000,28,16,9970,0,Living Rent Free,806,80,14,14-08-20,17-07-20,Male
560060,24-06-20 15:59,76180,Purchase,Internet,41052012842,200000,43,16,6420.87,0,Rent,769,80,40,31-08-20,30-07-20,Male
560502,27-06-20 9:04,75071,Purchase,Radio,41052012932,432014,34,18,13750,0,Rent,731,94.99,34,28-08-20,15-07-20,Male
560494,27-06-20 21:06,75205,Refinance,TV,41052012940,467165,59,18,6250,3083.33,Own,755,42.46,43,,29-06-20,Male
561005,29-06-20 13:17,77459,Purchase,Radio,41052012968,256080,49,14,8424,0,Rent,747,97,44,10-08-20,09-07-20,Male
560880,29-06-20 10:35,75024,Purchase,Internet,41052012984,456000,31,16,10666.82,0,Rent,755,95,30,05-08-20,07-07-20,Male
560863,29-06-20 10:54,77459,Purchase,Internet,41052013058,342000,34,16,14384,0,Own,764,95,41,,26-08-20,Male
561187,30-06-20 8:53,78669,Refinance,Internet,41052013060,295000,58,16,7697.09,8928.11,Own,785,53.15,32,25-08-20,20-07-20,Female
